,filename,source,subset,class,pred
3875,septoria_leaf_spot2198_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
3885,septoria_leaf_spot2206_.jpg,ccmt,test,septoria_leaf_spot,verticillium_wilt
3898,septoria_leaf_spot2218_.jpg,ccmt,test,septoria_leaf_spot,healthy
3900,septoria_leaf_spot221_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
3904,septoria_leaf_spot2224_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
3906,septoria_leaf_spot2225_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
3907,septoria_leaf_spot2226_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
3908,septoria_leaf_spot2227_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
3919,septoria_leaf_spot2239_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
3920,septoria_leaf_spot2237_.jpg,ccmt,test,septoria_leaf_spot,late_blight
3921,septoria_leaf_spot223_.jpg,ccmt,test,septoria_leaf_spot,verticillium_wilt
3922,septoria_leaf_spot2238_.jpg,ccmt,test,septoria_leaf_spot,late_blight
3927,septoria_leaf_spot2243_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
3932,septoria_leaf_spot224_.jpg,ccmt,test,septoria_leaf_spot,verticillium_wilt
3934,septoria_leaf_spot2251_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
3935,septoria_leaf_spot2250_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
3941,septoria_leaf_spot2257_.jpg,ccmt,test,septoria_leaf_spot,verticillium_wilt
3942,septoria_leaf_spot2258_.jpg,ccmt,test,septoria_leaf_spot,verticillium_wilt
3945,septoria_leaf_spot2260_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
3961,septoria_leaf_spot2273_.jpg,ccmt,test,septoria_leaf_spot,verticillium_wilt
3968,septoria_leaf_spot227_.jpg,ccmt,test,septoria_leaf_spot,verticillium_wilt
3969,septoria_leaf_spot2282_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
3976,septoria_leaf_spot2289_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
3982,septoria_leaf_spot2294_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
3985,septoria_leaf_spot2296_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
3986,septoria_leaf_spot229_.jpg,ccmt,test,septoria_leaf_spot,verticillium_wilt
3987,septoria_leaf_spot2302_.jpg,ccmt,test,septoria_leaf_spot,verticillium_wilt
3988,septoria_leaf_spot22_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
3990,septoria_leaf_spot2308_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
3995,septoria_leaf_spot2311_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4004,septoria_leaf_spot2322_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4006,septoria_leaf_spot2324_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4008,septoria_leaf_spot2326_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4011,septoria_leaf_spot2329_.jpg,ccmt,test,septoria_leaf_spot,verticillium_wilt
4014,septoria_leaf_spot2331_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4016,septoria_leaf_spot2333_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4020,septoria_leaf_spot2337_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4023,septoria_leaf_spot233_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4031,septoria_leaf_spot2347_.jpg,ccmt,test,septoria_leaf_spot,healthy
4038,septoria_leaf_spot2353_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4042,septoria_leaf_spot2357_.jpg,ccmt,test,septoria_leaf_spot,verticillium_wilt
4043,septoria_leaf_spot2358_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4044,septoria_leaf_spot2359_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4053,septoria_leaf_spot2367_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4057,septoria_leaf_spot236_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4059,septoria_leaf_spot2372_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4060,septoria_leaf_spot2373_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4061,septoria_leaf_spot2374_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4063,septoria_leaf_spot2376_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4064,septoria_leaf_spot2377_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4072,septoria_leaf_spot23_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4078,septoria_leaf_spot245_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4081,septoria_leaf_spot248_.jpg,ccmt,test,septoria_leaf_spot,verticillium_wilt
4087,septoria_leaf_spot253_.jpg,ccmt,test,septoria_leaf_spot,verticillium_wilt
4088,septoria_leaf_spot254_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4090,septoria_leaf_spot256_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4091,septoria_leaf_spot257_.jpg,ccmt,test,septoria_leaf_spot,verticillium_wilt
4092,septoria_leaf_spot258_.jpg,ccmt,test,septoria_leaf_spot,verticillium_wilt
4093,septoria_leaf_spot259_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4098,septoria_leaf_spot263_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4099,septoria_leaf_spot264_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4100,septoria_leaf_spot265_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4109,septoria_leaf_spot273_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4110,septoria_leaf_spot274_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4114,septoria_leaf_spot278_.jpg,ccmt,test,septoria_leaf_spot,verticillium_wilt
4117,septoria_leaf_spot280_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4120,septoria_leaf_spot284_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4121,septoria_leaf_spot283_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4122,septoria_leaf_spot285_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4126,septoria_leaf_spot289_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4129,septoria_leaf_spot291_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4131,septoria_leaf_spot293_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4133,septoria_leaf_spot295_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4143,septoria_leaf_spot304_.jpg,ccmt,test,septoria_leaf_spot,verticillium_wilt
4149,septoria_leaf_spot311_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4150,septoria_leaf_spot30_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4155,septoria_leaf_spot314_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4158,septoria_leaf_spot317_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4161,septoria_leaf_spot31_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4162,septoria_leaf_spot320_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4168,septoria_leaf_spot326_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4171,septoria_leaf_spot329_.jpg,ccmt,test,septoria_leaf_spot,verticillium_wilt
4174,septoria_leaf_spot331_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4176,septoria_leaf_spot334_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4180,septoria_leaf_spot337_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4182,septoria_leaf_spot339_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4186,septoria_leaf_spot342_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4188,septoria_leaf_spot344_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4199,septoria_leaf_spot355_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4200,septoria_leaf_spot357_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4201,septoria_leaf_spot354_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4204,septoria_leaf_spot359_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4208,septoria_leaf_spot362_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4211,septoria_leaf_spot365_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4212,septoria_leaf_spot366_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4213,septoria_leaf_spot367_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4215,septoria_leaf_spot369_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4218,septoria_leaf_spot371_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4219,septoria_leaf_spot372_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4220,septoria_leaf_spot373_.jpg,ccmt,test,septoria_leaf_spot,verticillium_wilt
4222,septoria_leaf_spot374_.jpg,ccmt,test,septoria_leaf_spot,verticillium_wilt
4227,septoria_leaf_spot37_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4229,septoria_leaf_spot381_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4231,septoria_leaf_spot383_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4232,septoria_leaf_spot384_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4234,septoria_leaf_spot386_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4235,septoria_leaf_spot387_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4236,septoria_leaf_spot388_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4238,septoria_leaf_spot38_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4240,septoria_leaf_spot391_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4241,septoria_leaf_spot393_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4244,septoria_leaf_spot395_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4251,septoria_leaf_spot400_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4252,septoria_leaf_spot401_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4256,septoria_leaf_spot405_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4257,septoria_leaf_spot406_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4261,septoria_leaf_spot40_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4263,septoria_leaf_spot411_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4267,septoria_leaf_spot414_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4268,septoria_leaf_spot416_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4269,septoria_leaf_spot417_.jpg,ccmt,test,septoria_leaf_spot,verticillium_wilt
4270,septoria_leaf_spot418_.jpg,ccmt,test,septoria_leaf_spot,verticillium_wilt
4272,septoria_leaf_spot41_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4273,septoria_leaf_spot420_.jpg,ccmt,test,septoria_leaf_spot,verticillium_wilt
4277,septoria_leaf_spot424_.jpg,ccmt,test,septoria_leaf_spot,verticillium_wilt
4281,septoria_leaf_spot429_.jpg,ccmt,test,septoria_leaf_spot,verticillium_wilt
4283,septoria_leaf_spot42_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4284,septoria_leaf_spot430_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4285,septoria_leaf_spot431_.jpg,ccmt,test,septoria_leaf_spot,verticillium_wilt
4287,septoria_leaf_spot435_.jpg,ccmt,test,septoria_leaf_spot,verticillium_wilt
4290,septoria_leaf_spot438_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4293,septoria_leaf_spot439_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4294,septoria_leaf_spot43_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4301,septoria_leaf_spot446_.jpg,ccmt,test,septoria_leaf_spot,verticillium_wilt
4304,septoria_leaf_spot449_.jpg,ccmt,test,septoria_leaf_spot,verticillium_wilt
4312,septoria_leaf_spot456_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4316,septoria_leaf_spot45_.jpg,ccmt,test,septoria_leaf_spot,healthy
4318,septoria_leaf_spot461_.jpg,ccmt,test,septoria_leaf_spot,verticillium_wilt
4322,septoria_leaf_spot465_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4325,septoria_leaf_spot468_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4328,septoria_leaf_spot470_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4329,septoria_leaf_spot471_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4330,septoria_leaf_spot472_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4332,septoria_leaf_spot474_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4337,septoria_leaf_spot479_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4341,septoria_leaf_spot482_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4343,septoria_leaf_spot484_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4344,septoria_leaf_spot485_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4347,septoria_leaf_spot488_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4348,septoria_leaf_spot489_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4352,septoria_leaf_spot492_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4354,septoria_leaf_spot494_.jpg,ccmt,test,septoria_leaf_spot,verticillium_wilt
4355,septoria_leaf_spot495_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4362,septoria_leaf_spot501_.jpg,ccmt,test,septoria_leaf_spot,verticillium_wilt
4363,septoria_leaf_spot500_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4373,septoria_leaf_spot510_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4374,septoria_leaf_spot511_.jpg,ccmt,test,septoria_leaf_spot,verticillium_wilt
4376,septoria_leaf_spot513_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4380,septoria_leaf_spot517_.jpg,ccmt,test,septoria_leaf_spot,verticillium_wilt
4381,septoria_leaf_spot518_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4382,septoria_leaf_spot519_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4394,septoria_leaf_spot52_.jpg,ccmt,test,septoria_leaf_spot,healthy
4397,septoria_leaf_spot532_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4399,septoria_leaf_spot534_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4402,septoria_leaf_spot537_.jpg,ccmt,test,septoria_leaf_spot,verticillium_wilt
4417,septoria_leaf_spot550_.jpg,ccmt,test,septoria_leaf_spot,verticillium_wilt
4428,septoria_leaf_spot560_.jpg,ccmt,test,septoria_leaf_spot,verticillium_wilt
4429,septoria_leaf_spot561_.jpg,ccmt,test,septoria_leaf_spot,verticillium_wilt
4433,septoria_leaf_spot565_.jpg,ccmt,test,septoria_leaf_spot,verticillium_wilt
4436,septoria_leaf_spot568_.jpg,ccmt,test,septoria_leaf_spot,verticillium_wilt
4441,septoria_leaf_spot572_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4443,septoria_leaf_spot574_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4448,septoria_leaf_spot579_.jpg,ccmt,test,septoria_leaf_spot,verticillium_wilt
4452,septoria_leaf_spot582_.jpg,ccmt,test,septoria_leaf_spot,verticillium_wilt
4453,septoria_leaf_spot583_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4461,septoria_leaf_spot593_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4462,septoria_leaf_spot592_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4465,septoria_leaf_spot595_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4470,septoria_leaf_spot599_.jpg,ccmt,test,septoria_leaf_spot,verticillium_wilt
4474,septoria_leaf_spot601_.jpg,ccmt,test,septoria_leaf_spot,verticillium_wilt
4477,septoria_leaf_spot604_.jpg,ccmt,test,septoria_leaf_spot,verticillium_wilt
4479,septoria_leaf_spot605_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4480,septoria_leaf_spot607_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4483,septoria_leaf_spot609_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4484,septoria_leaf_spot610_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4487,septoria_leaf_spot613_.jpg,ccmt,test,septoria_leaf_spot,verticillium_wilt
4489,septoria_leaf_spot615_.jpg,ccmt,test,septoria_leaf_spot,verticillium_wilt
4491,septoria_leaf_spot617_.jpg,ccmt,test,septoria_leaf_spot,verticillium_wilt
4494,septoria_leaf_spot620_.jpg,ccmt,test,septoria_leaf_spot,verticillium_wilt
4496,septoria_leaf_spot621_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4501,septoria_leaf_spot627_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4503,septoria_leaf_spot628_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4506,septoria_leaf_spot62_.jpg,ccmt,test,septoria_leaf_spot,healthy
4507,septoria_leaf_spot631_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4510,septoria_leaf_spot636_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4515,septoria_leaf_spot640_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4520,septoria_leaf_spot643_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4523,septoria_leaf_spot645_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4537,septoria_leaf_spot657_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4540,septoria_leaf_spot660_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4541,septoria_leaf_spot666_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4542,septoria_leaf_spot665_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4543,septoria_leaf_spot663_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4545,septoria_leaf_spot667_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4549,septoria_leaf_spot66_.jpg,ccmt,test,septoria_leaf_spot,healthy
4552,septoria_leaf_spot672_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4553,septoria_leaf_spot675_.jpg,ccmt,test,septoria_leaf_spot,verticillium_wilt
4555,septoria_leaf_spot674_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4556,septoria_leaf_spot676_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4557,septoria_leaf_spot677_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4563,septoria_leaf_spot686_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4567,septoria_leaf_spot685_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4568,septoria_leaf_spot688_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4571,septoria_leaf_spot689_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4573,septoria_leaf_spot691_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4574,septoria_leaf_spot692_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4576,septoria_leaf_spot694_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4581,septoria_leaf_spot698_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4582,septoria_leaf_spot69_.jpg,ccmt,test,septoria_leaf_spot,healthy
4584,septoria_leaf_spot701_.jpg,ccmt,test,septoria_leaf_spot,verticillium_wilt
4588,septoria_leaf_spot704_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4596,septoria_leaf_spot70_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4599,septoria_leaf_spot711_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4601,septoria_leaf_spot716_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4605,septoria_leaf_spot721_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4608,septoria_leaf_spot722_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4615,septoria_leaf_spot728_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4616,septoria_leaf_spot730_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4617,septoria_leaf_spot729_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4620,septoria_leaf_spot732_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4623,septoria_leaf_spot736_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4628,septoria_leaf_spot740_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4633,septoria_leaf_spot744_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4634,septoria_leaf_spot746_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4635,septoria_leaf_spot747_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4637,septoria_leaf_spot749_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4640,septoria_leaf_spot751_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4641,septoria_leaf_spot752_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4642,septoria_leaf_spot754_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4643,septoria_leaf_spot756_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4644,septoria_leaf_spot753_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4645,septoria_leaf_spot755_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4647,septoria_leaf_spot75_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4649,septoria_leaf_spot760_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4651,septoria_leaf_spot761_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4654,septoria_leaf_spot764_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4659,septoria_leaf_spot769_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4661,septoria_leaf_spot770_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4663,septoria_leaf_spot771_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4670,septoria_leaf_spot780_.jpg,ccmt,test,septoria_leaf_spot,verticillium_wilt
4674,septoria_leaf_spot782_.jpg,ccmt,test,septoria_leaf_spot,verticillium_wilt
4675,septoria_leaf_spot784_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4676,septoria_leaf_spot783_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4677,septoria_leaf_spot785_.jpg,ccmt,test,septoria_leaf_spot,verticillium_wilt
4678,septoria_leaf_spot786_.jpg,ccmt,test,septoria_leaf_spot,verticillium_wilt
4683,septoria_leaf_spot791_.jpg,ccmt,test,septoria_leaf_spot,verticillium_wilt
4686,septoria_leaf_spot795_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4687,septoria_leaf_spot78_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4688,septoria_leaf_spot797_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4705,septoria_leaf_spot811_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4707,septoria_leaf_spot810_.jpg,ccmt,test,septoria_leaf_spot,verticillium_wilt
4708,septoria_leaf_spot812_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4712,septoria_leaf_spot816_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4717,septoria_leaf_spot820_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4721,septoria_leaf_spot824_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4726,septoria_leaf_spot829_.jpg,ccmt,test,septoria_leaf_spot,verticillium_wilt
4729,septoria_leaf_spot831_.jpg,ccmt,test,septoria_leaf_spot,verticillium_wilt
4732,septoria_leaf_spot834_.jpg,ccmt,test,septoria_leaf_spot,verticillium_wilt
4736,septoria_leaf_spot838_.jpg,ccmt,test,septoria_leaf_spot,verticillium_wilt
4739,septoria_leaf_spot842_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4740,septoria_leaf_spot841_.jpg,ccmt,test,septoria_leaf_spot,verticillium_wilt
4748,septoria_leaf_spot849_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4753,septoria_leaf_spot853_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4758,septoria_leaf_spot858_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4759,septoria_leaf_spot859_.jpg,ccmt,test,septoria_leaf_spot,verticillium_wilt
4760,septoria_leaf_spot860_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4762,septoria_leaf_spot865_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4763,septoria_leaf_spot868_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4765,septoria_leaf_spot862_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4769,septoria_leaf_spot863_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4779,septoria_leaf_spot877_.jpg,ccmt,test,septoria_leaf_spot,verticillium_wilt
4784,septoria_leaf_spot878_.jpg,ccmt,test,septoria_leaf_spot,verticillium_wilt
4787,septoria_leaf_spot884_.jpg,ccmt,test,septoria_leaf_spot,verticillium_wilt
4793,septoria_leaf_spot891_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4794,septoria_leaf_spot894_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4795,septoria_leaf_spot890_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4798,septoria_leaf_spot889_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
4799,septoria_leaf_spot896_.jpg,ccmt,test,septoria_leaf_spot,septoria_leaf_spot
