,filename,source,subset,class,plant,pred
7207,b5453c78-26b4-40ef-a460-c878eb82fcea___RS_HL_9968.JPG,plant_village,test,healthy,tomato,tomato
7209,b593dd4e-e792-4469-a855-109e9edbe1ce___RS_HL_9796.JPG,plant_village,test,healthy,tomato,tomato
7210,b59425a2-e983-49c8-a9fd-61da8f38e7f3___RS_HL_0537.JPG,plant_village,test,healthy,tomato,tomato
7211,b5d4e7f6-24a7-4151-8035-07fef4f6f726___RS_HL_9771.JPG,plant_village,test,healthy,tomato,tomato
7212,b5f50782-f831-4b0c-821d-3d60879b4758___RS_HL_0064.JPG,plant_village,test,healthy,tomato,tomato
7213,b5ff3a01-04bd-47d0-99c5-cb90ec1f9916___RS_HL_9804.JPG,plant_village,test,healthy,tomato,tomato
7217,b65ccffe-a2fc-44d1-b56f-c8e97db5232e___RS_HL_0120.JPG,plant_village,test,healthy,tomato,tomato
7218,b6690f04-b49a-43eb-8804-67eeffae7950___RS_HL_0518.JPG,plant_village,test,healthy,tomato,tomato
7219,b66ce067-f338-4ae5-8f62-578ce164456a___RS_HL_0610.JPG,plant_village,test,healthy,tomato,tomato
7235,b917c931-67a8-4a67-9055-858c5e329b37___RS_HL_0590.JPG,plant_village,test,healthy,tomato,tomato
7239,b951fffc-404c-4b85-a7ec-fe8b4f9a15fa___RS_HL_0540.JPG,plant_village,test,healthy,tomato,tomato
7245,ba541656-6ae6-4471-8c17-7144e4c23edf___RS_HL_9947.JPG,plant_village,test,healthy,tomato,tomato
7249,bad3b814-de59-4c37-8f47-00ed153f7e4f___RS_HL_0214.JPG,plant_village,test,healthy,tomato,tomato
7251,bae543d4-d61d-45e6-aa0c-eaf45af53456___GH_HL_Leaf_349.JPG,plant_village,test,healthy,tomato,tomato
7252,bb06c1c7-3f4d-45d0-8882-b2eb8861b834___GH_HL_Leaf_372.JPG,plant_village,test,healthy,tomato,tomato
7253,bb0d7ad0-8374-41a1-85bd-699892bb8431___RS_HL_0176.JPG,plant_village,test,healthy,tomato,tomato
7258,bb8b0b14-a5f5-4c11-887f-71aed1864d84___GH_HL_Leaf_409.1.JPG,plant_village,test,healthy,tomato,tomato
7259,bb9683d5-9302-4525-bd77-05153f65ffa3___RS_HL_0623.JPG,plant_village,test,healthy,tomato,tomato
7261,bc21b9df-de42-4899-991c-065035815af4___RS_HL_0569.JPG,plant_village,test,healthy,tomato,tomato
7264,bc3ca9e1-86c1-4945-9993-c61a38a942ed___GH_HL_Leaf_294.JPG,plant_village,test,healthy,tomato,tomato
7269,bca86bca-56dd-4336-afea-5e42b5deec35___RS_HL_0197.JPG,plant_village,test,healthy,tomato,tomato
7275,bd7ec723-4020-4d73-96b4-8c57c94e93fe___GH_HL_Leaf_382.2.JPG,plant_village,test,healthy,tomato,tomato
7281,bf0fa071-7128-4b45-b924-3c4b46fbf72f___RS_HL_9932.JPG,plant_village,test,healthy,tomato,tomato
7283,c04a8a0a-2ab7-4494-9fa3-88aea29338d8___RS_HL_0015.JPG,plant_village,test,healthy,tomato,tomato
7284,c09f9b09-e43d-46bd-96d7-bb1162b4bb52___RS_HL_9644.JPG,plant_village,test,healthy,tomato,tomato
7285,c0a9b97c-c80c-4801-a877-7fb009601ddb___RS_HL_0346.JPG,plant_village,test,healthy,tomato,tomato
7289,c11a3cf1-de74-421e-89d0-11ea1508673d___RS_HL_0185.JPG,plant_village,test,healthy,tomato,tomato
7290,c1413079-dfb4-41c5-b129-bc5b6b419e0e___RS_HL_0133.JPG,plant_village,test,healthy,tomato,tomato
7295,c1c04a55-0dd5-48e2-9cc6-76bbcc1899fd___GH_HL_Leaf_340.1.JPG,plant_village,test,healthy,tomato,tomato
7297,c1fe17e6-7776-4f80-a048-6095504dd0cf___RS_HL_9690.JPG,plant_village,test,healthy,tomato,tomato
7304,c2f44d15-cc56-44eb-afce-b53e919becb9___GH_HL_Leaf_398.JPG,plant_village,test,healthy,tomato,tomato
7308,c3dcca18-f12f-4a4d-a90c-563ded6c7df8___RS_HL_9691.JPG,plant_village,test,healthy,tomato,tomato
7309,c40b106b-14bf-4af2-88b5-51182169d548___RS_HL_0298.JPG,plant_village,test,healthy,tomato,tomato
7310,c41aefc3-843c-49c9-8c8f-15c0e1dbc507___RS_HL_9857.JPG,plant_village,test,healthy,tomato,tomato
7314,c458d9e4-15b1-41f4-a93b-020d915afd0c___RS_HL_9884.JPG,plant_village,test,healthy,tomato,tomato
7316,c4a237c9-db9d-47c0-a6ec-80ef66070ba9___RS_HL_0438.JPG,plant_village,test,healthy,tomato,tomato
7321,c56b4a9c-dd6f-48ac-ac94-c4fbf6194031___GH_HL_Leaf_364.1.JPG,plant_village,test,healthy,tomato,tomato
7324,c586e5df-8410-4690-aee8-25e9ef9df9a5___GH_HL_Leaf_178.1.JPG,plant_village,test,healthy,tomato,tomato
7325,c58defb7-5515-4b89-896f-13039c13051f___GH_HL_Leaf_372.1.JPG,plant_village,test,healthy,tomato,tomato
7334,c7db2891-1bfa-4047-8864-66be6cc9e185___RS_HL_0162.JPG,plant_village,test,healthy,tomato,tomato
7336,c7f91fa4-3769-45ef-a494-1669ee62ee7a___RS_HL_9812.JPG,plant_village,test,healthy,tomato,tomato
7339,c8b14af0-f81f-474d-8fa9-aa3f5b05c618___RS_HL_0532.JPG,plant_village,test,healthy,tomato,tomato
7340,c8bb9905-8eb3-4d57-9c4b-caa1d4dca255___RS_HL_0243.JPG,plant_village,test,healthy,tomato,tomato
7345,c910ce6d-8dd7-4c9f-9530-dd26684058d3___RS_HL_9697.JPG,plant_village,test,healthy,tomato,tomato
7346,c978eccc-99c6-45d0-879c-713167f863f4___RS_HL_9888.JPG,plant_village,test,healthy,tomato,tomato
7347,c9bc09dd-7a19-46b6-ac5a-d857d50f0e5c___RS_HL_0484.JPG,plant_village,test,healthy,tomato,tomato
7350,ca15ccb7-1f30-4dd6-aa46-8494a41c3a9d___RS_HL_9757.JPG,plant_village,test,healthy,tomato,tomato
7351,ca4e96c1-9bf0-49fb-804f-c895905c0584___GH_HL_Leaf_210.2.JPG,plant_village,test,healthy,tomato,tomato
7352,ca553e23-a738-485a-95e6-3b578477d3f4___RS_HL_9854.JPG,plant_village,test,healthy,tomato,tomato
7357,caca1578-600e-423f-8307-65c11fc27942___RS_HL_0374.JPG,plant_village,test,healthy,tomato,tomato
7360,cb262ab1-f96f-4ade-80e9-d7fa2d5f9c9d___RS_HL_0361.JPG,plant_village,test,healthy,tomato,tomato
7361,cb3ab315-c340-469c-8291-abe02183b05a___RS_HL_0161.JPG,plant_village,test,healthy,tomato,tomato
7363,cb602835-7f6d-4926-80b4-77fe22f7ff66___GH_HL_Leaf_226.JPG,plant_village,test,healthy,tomato,tomato
7369,cc69ca79-bef9-449b-892f-b1e76310aa60___RS_HL_9868.JPG,plant_village,test,healthy,tomato,tomato
7371,ccfba9c3-41a5-40de-b71a-980bc3336ae7___GH_HL_Leaf_522.2.JPG,plant_village,test,healthy,tomato,tomato
7372,cd469bb3-30c8-4cad-9b4e-27c77a538dfa___GH_HL_Leaf_392.JPG,plant_village,test,healthy,tomato,tomato
7374,cdf10741-0ed4-4a27-a2e9-8970e4426730___RS_HL_0356.JPG,plant_village,test,healthy,tomato,tomato
7375,cdfe9df9-c3de-4660-8543-13911f281e47___RS_HL_0496.JPG,plant_village,test,healthy,tomato,tomato
7389,d01d616c-7259-461f-9f3e-98fa7a3f86e1___RS_HL_9922.JPG,plant_village,test,healthy,tomato,tomato
7391,d030352a-d87f-4ee2-a619-bc68d9896004___GH_HL_Leaf_197.JPG,plant_village,test,healthy,tomato,tomato
7392,d03457b5-ff94-4042-a225-15714454ab4e___RS_HL_0466.JPG,plant_village,test,healthy,tomato,tomato
7393,d06e33fb-58bf-440f-9dbc-a1ceec9abaea___GH_HL_Leaf_383.JPG,plant_village,test,healthy,tomato,tomato
7396,d15336df-9f16-4f8b-805f-d74f27af2735___RS_HL_9723.JPG,plant_village,test,healthy,tomato,tomato
7397,d1750517-689b-4372-a717-6b81c0dd64b0___GH_HL_Leaf_262.JPG,plant_village,test,healthy,tomato,tomato
7398,d19a7818-769b-4633-bd09-5c3c20d2b4d1___GH_HL_Leaf_172.JPG,plant_village,test,healthy,tomato,tomato
7399,d21a242e-a9a3-4c5e-8e65-6416f84bcaec___GH_HL_Leaf_510.2.JPG,plant_village,test,healthy,tomato,tomato
7400,d247170c-6756-41f0-9074-09190f485cdb___RS_HL_0034.JPG,plant_village,test,healthy,tomato,tomato
7402,d2bab7ce-8028-41ed-b0a0-22472f904974___RS_HL_0528.JPG,plant_village,test,healthy,tomato,tomato
7405,d2f0f578-3b6e-433c-962a-8c81f79eab7a___RS_HL_9623.JPG,plant_village,test,healthy,tomato,tomato
7407,d30f0e3c-7246-455d-959c-6221eac22dfd___GH_HL_Leaf_202.JPG,plant_village,test,healthy,tomato,tomato
7413,d4091850-464c-4655-9edc-395f43c365e9___RS_HL_9657.JPG,plant_village,test,healthy,tomato,tomato
7414,d41e126d-fc0d-4224-96e0-2d5ae074e4ac___RS_HL_9933.JPG,plant_village,test,healthy,tomato,tomato
7421,d4fc1abf-fd0d-4625-9882-36acd3755ede___RS_HL_0307.JPG,plant_village,test,healthy,tomato,tomato
7422,d53448cd-ddd7-4dd6-a657-c60bde629130___RS_HL_0190.JPG,plant_village,test,healthy,tomato,tomato
7423,d5633146-eac5-49e6-a6b4-8562aa7d1a1f___GH_HL_Leaf_283.1.JPG,plant_village,test,healthy,tomato,tomato
7428,d6587652-47aa-4518-9534-468194f22953___RS_HL_0595.JPG,plant_village,test,healthy,tomato,tomato
7430,d676d2f7-13a7-4d79-91fc-757b5d0bde6f___RS_HL_0601.JPG,plant_village,test,healthy,tomato,tomato
7433,d6e75b4e-377f-4d9a-b2a5-d0fcd5ec32b8___RS_HL_0177.JPG,plant_village,test,healthy,tomato,tomato
7434,d750fda0-e49d-4160-a9da-8cf8e425034e___GH_HL_Leaf_167.JPG,plant_village,test,healthy,tomato,tomato
7437,d764f501-de57-47f4-a648-c5ece8ec59b2___RS_HL_0409.JPG,plant_village,test,healthy,tomato,tomato
7439,d7aed304-347b-4c78-ac63-b29db901e1d4___RS_HL_0061.JPG,plant_village,test,healthy,tomato,tomato
7440,d7c5d552-e2c6-4868-ac4a-4ffa33151632___RS_HL_0502.JPG,plant_village,test,healthy,tomato,tomato
7447,d88e3218-6639-430b-a74b-6b7353b1b964___GH_HL_Leaf_377.JPG,plant_village,test,healthy,tomato,tomato
7448,d8ce2a81-c366-4a88-bde3-ee9a98e1e30c___RS_HL_0036.JPG,plant_village,test,healthy,tomato,tomato
7449,d95cca34-6952-4d22-9d61-6304dcce3448___GH_HL_Leaf_280.1.JPG,plant_village,test,healthy,tomato,tomato
7452,d9974fa7-5337-4c75-af93-04828d6f503e___GH_HL_Leaf_381.1.JPG,plant_village,test,healthy,tomato,tomato
7458,da36e4f1-58c4-456d-8ee3-b450e6619b2d___RS_HL_0475.JPG,plant_village,test,healthy,tomato,tomato
7463,dad127e0-8761-47bd-8ea1-21727847a1f4___RS_HL_0416.JPG,plant_village,test,healthy,tomato,tomato
7465,db467743-857b-42b3-ab2a-a80e90467a99___RS_HL_0570.JPG,plant_village,test,healthy,tomato,tomato
7466,db9db9c3-42af-4609-a30e-48e4797174c7___GH_HL_Leaf_182.JPG,plant_village,test,healthy,tomato,tomato
7469,dc3a13dc-a628-433f-a038-a3f377bc608e___GH_HL_Leaf_422.JPG,plant_village,test,healthy,tomato,tomato
7476,de40125f-3f01-4c7e-9406-529d033fdb52___RS_HL_0498.JPG,plant_village,test,healthy,tomato,tomato
7478,de914baa-f72d-4cbf-a9fd-a60baf466e06___GH_HL_Leaf_450.1.JPG,plant_village,test,healthy,tomato,tomato
7483,df99e31e-11ab-49be-bd51-d1fda2667c76___GH_HL_Leaf_458.JPG,plant_village,test,healthy,tomato,tomato
7487,e090d873-c435-4d1b-95dd-29f5a2f22a09___GH_HL_Leaf_266.1.JPG,plant_village,test,healthy,tomato,tomato
7488,e0987875-8fe2-49ee-8f01-e29281c3d790___RS_HL_0239.JPG,plant_village,test,healthy,tomato,tomato
7495,e1436a17-dca7-4687-a0ec-31a28389063e___RS_HL_0529.JPG,plant_village,test,healthy,tomato,tomato
7496,e1517f9b-6bab-415b-b8f5-1f52dd544b2d___RS_HL_0203.JPG,plant_village,test,healthy,tomato,tomato
7497,e1571f83-5f00-4653-a176-2033f27405fa___GH_HL_Leaf_353.JPG,plant_village,test,healthy,tomato,tomato
7502,e1eaf28e-7726-4e87-a1f4-f1ccd44355d7___RS_HL_0405.JPG,plant_village,test,healthy,tomato,tomato
7507,e2869c8b-aedf-4074-bb99-28e6ed2b4223___RS_HL_9673.JPG,plant_village,test,healthy,tomato,tomato
7508,e28f30cb-755a-459b-b653-96d44b3b01b5___RS_HL_9926.JPG,plant_village,test,healthy,tomato,tomato
7514,e30f24b2-c298-4853-8fda-9e67b3738a55___GH_HL_Leaf_287.JPG,plant_village,test,healthy,tomato,tomato
7516,e33cde2d-5103-48aa-bb82-490aa779312c___GH_HL_Leaf_515.2.JPG,plant_village,test,healthy,tomato,tomato
7518,e36e5c2c-277b-4e8f-b12b-46df2e569c85___GH_HL_Leaf_187.1.JPG,plant_village,test,healthy,tomato,tomato
7519,e3b5600f-9c88-4060-826f-aa7c972c9325___GH_HL_Leaf_291.JPG,plant_village,test,healthy,tomato,tomato
7526,e55fc417-6c08-4150-913e-11e7c7e15eb7___RS_HL_0504.JPG,plant_village,test,healthy,tomato,tomato
7531,e62a7ec8-3e5e-4a47-be14-a57db0322bb6___RS_HL_9627.JPG,plant_village,test,healthy,tomato,tomato
7532,e62eacd4-0cba-4793-8c9d-7c97031642a7___RS_HL_9700.JPG,plant_village,test,healthy,tomato,tomato
7534,e66387bd-ae03-4ba8-af0c-533900daa36c___RS_HL_0289.JPG,plant_village,test,healthy,tomato,tomato
7538,e6d12c88-7d13-4b26-ada8-c5b34ccc77a5___RS_HL_0435.JPG,plant_village,test,healthy,tomato,tomato
7539,e6f3e3b6-8d73-4564-9e0b-771302aaa6ef___RS_HL_0626.JPG,plant_village,test,healthy,tomato,tomato
7541,e70e9a4c-481d-4c9c-8130-aff356057803___RS_HL_9661.JPG,plant_village,test,healthy,tomato,tomato
7542,e73a233d-84c8-407a-aefa-8a3865450351___GH_HL_Leaf_222.JPG,plant_village,test,healthy,tomato,tomato
7545,e786ac89-29fe-47e3-b49e-b9a9ee7edd9d___GH_HL_Leaf_342.1.JPG,plant_village,test,healthy,tomato,tomato
7549,e7d07408-70bb-421d-9224-df4961a01cb9___GH_HL_Leaf_509.1.JPG,plant_village,test,healthy,tomato,tomato
7554,e9392a5e-2fac-48c5-a23d-df3aa3f61048___GH_HL_Leaf_217.JPG,plant_village,test,healthy,tomato,tomato
7557,e9dbb60b-ba84-43c7-a1cc-55ce4712e892___RS_HL_0404.JPG,plant_village,test,healthy,tomato,tomato
7566,eb1f4546-7ba3-4d36-82d2-d5ad42671ae2___RS_HL_9814.JPG,plant_village,test,healthy,tomato,tomato
7569,eb31ccad-06e1-43ab-90f9-e86f4cba2fed___RS_HL_0552.JPG,plant_village,test,healthy,tomato,tomato
7570,eb4c170f-af95-48f6-a5da-7e23da76a8e7___GH_HL_Leaf_247.1.JPG,plant_village,test,healthy,tomato,tomato
7572,ec1137c0-ec94-4d00-aabd-97bb603f94c4___GH_HL_Leaf_407.JPG,plant_village,test,healthy,tomato,tomato
7576,ec57d9f8-7dcc-49e6-9ce7-af7d01eda4d1___RS_HL_9718.JPG,plant_village,test,healthy,tomato,tomato
7578,ec754608-21ce-40be-abd0-46a664257065___RS_HL_0376.JPG,plant_village,test,healthy,tomato,tomato
7582,ed6f80a2-c69f-4d33-ad3d-ef2186aa1db1___RS_HL_9669.JPG,plant_village,test,healthy,tomato,tomato
7585,edd71d50-a50f-4f36-af69-6c9df7c040af___GH_HL_Leaf_484.1.JPG,plant_village,test,healthy,tomato,tomato
7589,ef21da16-050f-4be8-a91f-e1fa13ce3991___RS_HL_0242.JPG,plant_village,test,healthy,tomato,tomato
7591,ef492a6d-0db4-4fb5-b513-12a262215f00___RS_HL_9638.JPG,plant_village,test,healthy,tomato,tomato
7594,efe02473-2f94-4ff5-a478-cc9d8ebd79da___RS_HL_9671.JPG,plant_village,test,healthy,tomato,tomato
7596,efe6c986-b85c-40f1-8cb5-345acbb36b71___RS_HL_0579.JPG,plant_village,test,healthy,tomato,tomato
7600,f0336650-0021-43e9-9e8c-d921c5532116___RS_HL_0249.JPG,plant_village,test,healthy,tomato,tomato
7605,f17dd662-f947-4892-9136-56dbe0feaca2___RS_HL_0503.JPG,plant_village,test,healthy,tomato,tomato
7606,f1b0ad53-6f2a-44bd-9f58-da590c9cdde2___GH_HL_Leaf_371.JPG,plant_village,test,healthy,tomato,tomato
7607,f1e20811-da4e-4f0f-b8ee-f325d90f6481___RS_HL_0084.JPG,plant_village,test,healthy,tomato,tomato
7608,f2758dd2-5274-45df-8f00-639731ec3120___RS_HL_9750.JPG,plant_village,test,healthy,tomato,tomato
7613,f3231f5f-c6cf-4a37-a3da-5d6e7a8afb0e___RS_HL_0450.JPG,plant_village,test,healthy,tomato,tomato
7615,f3bc0c64-2d60-4031-b696-66a313460663___GH_HL_Leaf_517.4.JPG,plant_village,test,healthy,tomato,tomato
7617,f437a6f0-4c35-4d6b-8eaa-ca57f18fad53___GH_HL_Leaf_229.JPG,plant_village,test,healthy,tomato,tomato
7618,f44c5128-2575-4fda-82c7-9954ead65027___GH_HL_Leaf_384.JPG,plant_village,test,healthy,tomato,tomato
7622,f4ef07ac-f42d-44b3-8433-368b03b422d2___RS_HL_9743.JPG,plant_village,test,healthy,tomato,tomato
7627,f65afb75-30bc-4d44-adbd-d262ebe07ad5___GH_HL_Leaf_222.1.JPG,plant_village,test,healthy,tomato,tomato
7630,f7069452-9405-45a6-bfb3-f21ea42b9b02___RS_HL_9966.JPG,plant_village,test,healthy,tomato,tomato
7635,f96987aa-d19d-415b-a68c-73a07a47d521___RS_HL_9736.JPG,plant_village,test,healthy,tomato,tomato
7636,fa55bcc1-cda8-458e-a137-579f1dc1bda8___RS_HL_9845.JPG,plant_village,test,healthy,tomato,tomato
7639,fad75ca9-7035-4045-b3d3-475b558d49ba___RS_HL_0010.JPG,plant_village,test,healthy,tomato,tomato
7642,fb0f6e2b-1f21-406f-83d3-2c6236d47ca0___RS_HL_0042.JPG,plant_village,test,healthy,tomato,tomato
7647,fc1e8e1c-5939-4ad9-b87e-2cbb77cef418___RS_HL_0536.JPG,plant_village,test,healthy,tomato,tomato
7648,fc22b565-e97b-454d-8792-fd945d1badc5___RS_HL_9880.JPG,plant_village,test,healthy,tomato,tomato
7652,fccb58ad-1644-403e-851b-dd3a27c893ef___GH_HL_Leaf_387.1.JPG,plant_village,test,healthy,tomato,tomato
7654,fcfb486e-63dc-405c-8a17-0551e5f76959___RS_HL_9663.JPG,plant_village,test,healthy,tomato,tomato
7656,fd09836b-96be-498a-a720-e17a54522de7___RS_HL_9687.JPG,plant_village,test,healthy,tomato,tomato
7659,fd2fa9cc-2147-40ff-9e71-0056eb7884ed___GH_HL_Leaf_285.JPG,plant_village,test,healthy,tomato,tomato
7663,fdbbea63-18e0-401f-8269-64ba005ab53f___RS_HL_0213.JPG,plant_village,test,healthy,tomato,tomato
7665,fe0b76dc-4263-4cda-8840-310ebe72a432___GH_HL_Leaf_490.JPG,plant_village,test,healthy,tomato,tomato
7669,feda8fd2-1d18-443e-a7d9-15bd6bf8ce66___RS_HL_0332.JPG,plant_village,test,healthy,tomato,tomato
7670,ff354b62-5981-43d1-8cfe-ac58bc20ca20___GH_HL_Leaf_221.JPG,plant_village,test,healthy,tomato,tomato
7672,ff8b36d5-feaf-4d2d-8126-18670a312657___RS_HL_0229.JPG,plant_village,test,healthy,tomato,tomato
7678,00c5c908-fc25-4710-a109-db143da23112___RS_Erly.B_7778.JPG,plant_village,test,early_blight,tomato,tomato
7682,01861c93-ea8b-4820-aaa8-cc6003b3e75b___RS_Erly.B_7855.JPG,plant_village,test,early_blight,tomato,tomato
7683,01f87f04-ff38-4aba-b7d1-587aa06e5282___RS_Erly.B_7851.JPG,plant_village,test,early_blight,tomato,tomato
7687,03b4571c-b1eb-4e2a-b372-307046913f50___RS_Erly.B_7548.JPG,plant_village,test,early_blight,tomato,tomato
7688,03b7a13c-f5c0-44c4-beed-443841670e9a___RS_Erly.B_8225.JPG,plant_village,test,early_blight,tomato,tomato
7691,04ddbde3-d33c-42bf-b849-dad24d64fd6f___RS_Erly.B_7664.JPG,plant_village,test,early_blight,tomato,tomato
7692,04e38351-80bc-4260-8a4d-187f7817c3e5___RS_Erly.B_7439.JPG,plant_village,test,early_blight,tomato,tomato
7695,0621aab4-b9fd-4012-b0a6-ba72e63cd87d___RS_Erly.B_8220.JPG,plant_village,test,early_blight,tomato,tomato
7697,06d0298e-18e5-4bf5-8d33-8feef6600f15___RS_Erly.B_7573.JPG,plant_village,test,early_blight,tomato,tomato
7705,079e0d43-e9d2-4217-b8e8-2f3b989cdab2___RS_Erly.B_7588.JPG,plant_village,test,early_blight,tomato,tomato
7706,08615b7d-eca7-487e-a9ea-07842ecf81e8___RS_Erly.B_7543.JPG,plant_village,test,early_blight,tomato,tomato
7708,08fe6531-bb66-4e0a-98b3-4b86a794f9f9___RS_Erly.B_7483.JPG,plant_village,test,early_blight,tomato,tomato
7711,0a2726e0-3358-4a46-b6dc-563a5a9f2bdf___RS_Erly.B_7860.JPG,plant_village,test,early_blight,tomato,tomato
7713,0ae44a6c-1213-4312-a11b-c7c5d4e585d0___RS_Erly.B_9442.JPG,plant_village,test,early_blight,tomato,tomato
7719,0c221e01-a85e-4794-b45b-3a91e349a8d2___RS_Erly.B_6425.JPG,plant_village,test,early_blight,tomato,tomato
7720,0c865fa4-b0bf-4e69-b39a-d97b068cef84___RS_Erly.B_7477.JPG,plant_village,test,early_blight,tomato,tomato
7722,0cd1ebaf-3975-4749-b625-50b7b0751c36___RS_Erly.B_7508.JPG,plant_village,test,early_blight,tomato,tomato
7725,0db67be3-f733-4d15-b7d9-5d075b2cafc7___RS_Erly.B_6401.JPG,plant_village,test,early_blight,tomato,tomato
7730,0ecc2ee7-fb66-41fa-a23b-9bdeaf31078a___RS_Erly.B_6381.JPG,plant_village,test,early_blight,tomato,tomato
7738,0f7a2408-9c26-4ff9-bee5-2bfcd91a11f7___RS_Erly.B_9440.JPG,plant_village,test,early_blight,tomato,tomato
7747,11f247d4-f87a-4273-bb9a-317e17916a75___RS_Erly.B_9470.JPG,plant_village,test,early_blight,tomato,tomato
7751,13c87a78-0a62-4aff-b6f3-fcbf1a8323e6___RS_Erly.B_9612.JPG,plant_village,test,early_blight,tomato,tomato
7754,150cfe75-133e-4e98-90cb-de96a8120c03___RS_Erly.B_9414.JPG,plant_village,test,early_blight,tomato,tomato
7761,16dcb9cd-05ab-46d3-b76e-d19c16077a6a___RS_Erly.B_8345.JPG,plant_village,test,early_blight,tomato,tomato
7762,171b6622-c111-4fe9-b3f9-12b12ee0db06___RS_Erly.B_7836.JPG,plant_village,test,early_blight,tomato,tomato
7768,1873e09f-31fd-4612-920a-861fac1af687___RS_Erly.B_7797.JPG,plant_village,test,early_blight,tomato,tomato
7770,18a21f42-8794-4665-8174-b0ccd3758af8___RS_Erly.B_7650.JPG,plant_village,test,early_blight,tomato,tomato
7771,18d8f15c-4948-4506-ae09-54169f95cf36___RS_Erly.B_7496.JPG,plant_village,test,early_blight,tomato,tomato
7775,197fa869-c124-436e-b3cd-bced95f52a8e___RS_Erly.B_7834.JPG,plant_village,test,early_blight,tomato,tomato
7780,1bb0101c-d0a4-41a5-85b9-6e8634d01a36___RS_Erly.B_9585.JPG,plant_village,test,early_blight,tomato,tomato
7784,1c29bc72-967e-46df-844b-467c95b298a3___RS_Erly.B_9549.JPG,plant_village,test,early_blight,tomato,tomato
7786,1c71757d-d351-4016-b5bb-06a63d0f2e24___RS_Erly.B_6388.JPG,plant_village,test,early_blight,tomato,tomato
7787,1c9e0f1a-7314-449c-9482-9059684ac82d___RS_Erly.B_7840.JPG,plant_village,test,early_blight,tomato,tomato
7792,1de17623-e625-4a3a-91e8-64973e6d09fd___RS_Erly.B_9577.JPG,plant_village,test,early_blight,tomato,tomato
7795,1e503089-ae6a-4340-8c3c-f44cbaa6cf6f___RS_Erly.B_8264.JPG,plant_village,test,early_blight,tomato,tomato
7797,1f402ddb-f3e8-4907-a793-320c8e43446a___RS_Erly.B_9460.JPG,plant_village,test,early_blight,tomato,tomato
7798,1f4c6478-a39b-4974-aeef-3fcfa5ea69a6___RS_Erly.B_7385.JPG,plant_village,test,early_blight,tomato,tomato
7803,2165f0a3-1265-491d-ad8a-e53102a87e9b___RS_Erly.B_9376.JPG,plant_village,test,early_blight,tomato,tomato
7807,21f9a0a5-b145-40e7-8884-df2bb52eb592___RS_Erly.B_7391.JPG,plant_village,test,early_blight,tomato,tomato
7810,2245fdf5-3ff5-4624-9797-0b65bcc6cf73___RS_Erly.B_6358.JPG,plant_village,test,early_blight,tomato,tomato
7811,22742bf8-7e7f-41cc-bf74-5fe80d6cf0cd___RS_Erly.B_6370.JPG,plant_village,test,early_blight,tomato,tomato
7814,22faea13-4b3e-4d87-b80c-379755a7b747___RS_Erly.B_7852.JPG,plant_village,test,early_blight,tomato,tomato
7815,2312305e-c167-4730-a07a-db5c9956077a___RS_Erly.B_7752.JPG,plant_village,test,early_blight,tomato,tomato
7819,2419fd79-cda0-4ba4-be14-31c92a2e91dd___RS_Erly.B_8255.JPG,plant_village,test,early_blight,tomato,tomato
7820,24379205-969e-4cd0-9232-176c83364d60___RS_Erly.B_7617.JPG,plant_village,test,early_blight,tomato,tomato
7821,243a77c6-b401-43c4-9230-68b4b11f3b83___RS_Erly.B_7754.JPG,plant_village,test,early_blight,tomato,tomato
7832,258e6e39-d791-482c-921d-65048753770a___RS_Erly.B_9422.JPG,plant_village,test,early_blight,tomato,tomato
7836,264bc13b-2bcd-40f8-ae25-23aef0ccdc64___RS_Erly.B_7589.JPG,plant_village,test,early_blight,tomato,tomato
7839,26b721c9-94fd-4e19-bb7e-521238eb8a1b___RS_Erly.B_9380.JPG,plant_village,test,early_blight,tomato,tomato
7841,2763c9bc-ecc6-4f1a-86a7-ef8ffa370420___RS_Erly.B_8422.JPG,plant_village,test,early_blight,tomato,tomato
7842,2792287f-aa8e-4c03-aabe-479e75cdc0f8___RS_Erly.B_9584.JPG,plant_village,test,early_blight,tomato,tomato
7843,27ba7432-8547-436c-9b97-adf3cbe15575___RS_Erly.B_7544.JPG,plant_village,test,early_blight,tomato,tomato
7849,28d9f1bd-ee80-46e1-b89c-5a855f0c8400___RS_Erly.B_7818.JPG,plant_village,test,early_blight,tomato,tomato
7855,29f5538a-fda9-4040-81c2-02269a45ad68___RS_Erly.B_7670.JPG,plant_village,test,early_blight,tomato,tomato
7856,29f6e3c2-0bf9-42fe-9a39-aef42acd5191___RS_Erly.B_9480.JPG,plant_village,test,early_blight,tomato,tomato
7858,2a5367b1-6732-4213-b095-5953251324ee___RS_Erly.B_7585.JPG,plant_village,test,early_blight,tomato,tomato
7859,2a64ed5f-6be9-463b-894f-e2953da0a974___RS_Erly.B_7520.JPG,plant_village,test,early_blight,tomato,tomato
7860,2ab7f21e-4a55-4895-acdb-5f161167a0f1___RS_Erly.B_8318.JPG,plant_village,test,early_blight,tomato,tomato
7868,2ef629c7-3366-41b5-a1b7-0e3bcb3ac28c___RS_Erly.B_9395.JPG,plant_village,test,early_blight,tomato,tomato
7869,2efd143b-619d-455d-9b16-95536cad01e3___RS_Erly.B_7780.JPG,plant_village,test,early_blight,tomato,tomato
