,filename,source,subset,class,pred
3413,streak_virus966_.jpg,ccmt,test,streak_virus,streak_virus
3422,streak_virus974_.jpg,ccmt,test,streak_virus,streak_virus
3428,streak_virus980_.jpg,ccmt,test,streak_virus,streak_virus
3437,streak_virus989_.jpg,ccmt,test,streak_virus,streak_virus
3442,streak_virus992_.jpg,ccmt,test,streak_virus,streak_virus
3444,streak_virus994_.jpg,ccmt,test,streak_virus,leaf_spot
3445,streak_virus995_.jpg,ccmt,test,streak_virus,streak_virus
3456,01a02916-5d4c-4256-936b-6b1a9ee65b11___RS_GLSp_9276.JPG,plant_village,test,leaf_spot,leaf_spot
3474,0ba90f90-3702-438a-908b-85871f3a34cb___RS_GLSp_4342.JPG,plant_village,test,leaf_spot,leaf_spot
3476,0ce6543f-9694-4b3a-b767-9bc909f54f73___RS_GLSp_4663_copy.jpg,plant_village,test,leaf_spot,leaf_spot
3477,0d13a6d5-7993-4a5d-beb1-4f38b7805fac___RS_GLSp_9303.JPG,plant_village,test,leaf_spot,leaf_spot
3479,0e0ed08d-3021-49a7-9098-7c90afeb2fd5___RS_GLSp_4346.JPG,plant_village,test,leaf_spot,leaf_blight
3481,0f36d500-e463-44ef-82ae-fb1ca5012335___RS_GLSp_9321.JPG,plant_village,test,leaf_spot,leaf_spot
3484,13c0f3a6-6958-455d-bf3e-ad09b5e9e0dc___RS_GLSp_4663.JPG,plant_village,test,leaf_spot,leaf_spot
3489,14913b5b-f425-43f4-8266-e6c353f96781___RS_GLSp_4328.JPG,plant_village,test,leaf_spot,leaf_spot
3490,150ed8d9-abf5-4811-b976-8878b2d0048d___RS_GLSp_7321.JPG,plant_village,test,leaf_spot,leaf_spot
3492,165f35a9-5e03-4ec8-9167-bd346c863e41___RS_GLSp_4289_copy_3.jpg,plant_village,test,leaf_spot,leaf_spot
3496,18aae193-d119-417b-837a-84f33835e788___RS_GLSp_4497.JPG,plant_village,test,leaf_spot,leaf_spot
3501,1b6664a7-03f9-4ced-8dcd-b85a18554aa5___RS_GLSp_7324.JPG,plant_village,test,leaf_spot,leaf_spot
3505,2045dd77-e896-4c78-b40b-5b93631e4e5c___RS_GLSp_9300.JPG,plant_village,test,leaf_spot,leaf_spot
3508,2174d811-b088-4b31-8088-1738630b94d4___RS_GLSp_4467.JPG,plant_village,test,leaf_spot,leaf_spot
3515,24098661-633d-46fb-9542-a12a41dd3223___RS_GLSp_4472.JPG,plant_village,test,leaf_spot,leaf_spot
3519,2575e82e-964f-418a-bd69-c291dd9c955b___RS_GLSp_9282.JPG,plant_village,test,leaf_spot,leaf_spot
3520,261e0893-078f-41ae-9445-4942f8828f53___RS_GLSp_7320.JPG,plant_village,test,leaf_spot,leaf_spot
3521,275ea053-96ab-45d9-9878-3c855ea1a308___RS_GLSp_4496.JPG,plant_village,test,leaf_spot,leaf_spot
3534,2a2ad0a4-9f19-4366-88d3-c1c87ffc9f90___RS_GLSp_4385.JPG,plant_village,test,leaf_spot,leaf_spot
3538,2c890074-1b01-46cb-9e56-8601d13ec218___RS_GLSp_4469_copy.jpg,plant_village,test,leaf_spot,leaf_spot
3539,2ca70127-9310-4312-8769-d9d6b43526a1___RS_GLSp_4369.JPG,plant_village,test,leaf_spot,leaf_spot
3545,302d1d00-fe10-4ec1-878c-5ac721c6ec44___RS_GLSp_9356.JPG,plant_village,test,leaf_spot,common_rust
3548,32e31361-bb57-4974-bc43-4b8e74d61653___RS_GLSp_4433_copy.jpg,plant_village,test,leaf_spot,leaf_spot
3550,338c8024-b930-49fa-bf1f-21d7874fb7fb___RS_GLSp_4319.JPG,plant_village,test,leaf_spot,leaf_spot
3551,346e5b39-b83e-4b5f-a02b-bc01fc230842___RS_GLSp_4311.JPG,plant_village,test,leaf_spot,leaf_spot
3552,348aafc3-4309-4507-b6b3-cb037711ca48___RS_GLSp_4399.JPG,plant_village,test,leaf_spot,leaf_spot
3554,357866f9-d9f0-49a4-862e-6bfb2cb830c8___RS_GLSp_4291.JPG,plant_village,test,leaf_spot,leaf_spot
3555,36001a30-9fc6-4955-9a14-49944cc8078a___RS_GLSp_4393.JPG,plant_village,test,leaf_spot,leaf_spot
3557,38b8a1b8-b995-42ff-a888-b8d60384ee76___RS_GLSp_9311.JPG,plant_village,test,leaf_spot,leaf_spot
3559,398cdfcf-3bc5-486c-ab4e-8bce2f2bbc23___RS_GLSp_9333.JPG,plant_village,test,leaf_spot,leaf_spot
3561,3aeb9908-679b-4d53-8925-5b436d0961d8___RS_GLSp_9317.JPG,plant_village,test,leaf_spot,leaf_spot
3564,3b9cce3e-5b77-444d-957d-71e3a105d66e___RS_GLSp_7289.JPG,plant_village,test,leaf_spot,leaf_spot
3571,3dc975e5-3570-4dbd-b163-a6f2947fc35f___RS_GLSp_4376.JPG,plant_village,test,leaf_spot,leaf_spot
3572,3e21011f-edbd-4a4a-ae6d-16e08552169a___RS_GLSp_7310.JPG,plant_village,test,leaf_spot,leaf_spot
3578,41759050-8a14-4394-9558-c74ec19a5e50___RS_GLSp_4685.JPG,plant_village,test,leaf_spot,leaf_blight
3579,42423e5e-790d-4839-a683-abb2d9dce89a___RS_GLSp_7296.JPG,plant_village,test,leaf_spot,leaf_spot
3580,43a7a5a1-655e-4534-aa3d-ce53628c34b1___RS_GLSp_7302.JPG,plant_village,test,leaf_spot,leaf_spot
3583,457d0a21-a0a5-4fb4-9502-8071991f47b2___RS_GLSp_7285.JPG,plant_village,test,leaf_spot,leaf_spot
3588,4c7894c0-29a5-4643-85ff-95ddb85dbd81___RS_GLSp_4605.JPG,plant_village,test,leaf_spot,leaf_spot
3592,4f3406d0-c000-40ea-91e2-0e41d69f668b___RS_GLSp_4458.JPG,plant_village,test,leaf_spot,leaf_spot
3594,509b6810-db94-46ea-be98-0208c5874a1c___RS_GLSp_4494.JPG,plant_village,test,leaf_spot,leaf_spot
3596,51bec38f-7a7a-43dc-9ab8-aa9dd7d9830c___RS_GLSp_4439.JPG,plant_village,test,leaf_spot,leaf_spot
3597,527b87bb-91fb-4b6b-bb7f-6ff64b09ef80___RS_GLSp_7305.JPG,plant_village,test,leaf_spot,leaf_spot
3602,56861977-2bbb-445d-a956-95fcb62f93f7___RS_GLSp_4607_copy.jpg,plant_village,test,leaf_spot,leaf_spot
3607,58599ead-93e9-4ea8-a951-4ea380926f66___RS_GLSp_4649.JPG,plant_village,test,leaf_spot,leaf_spot
3611,598ba05d-f9b0-46da-803f-ed4276534ede___RS_GLSp_4414.JPG,plant_village,test,leaf_spot,leaf_spot
3612,59abb5c6-b107-4e6d-8ae7-25bcadc18b3e___RS_GLSp_4476.JPG,plant_village,test,leaf_spot,leaf_spot
3614,5afd034f-f65c-4eed-9bde-f3dcb2950072___RS_GLSp_4422.JPG,plant_village,test,leaf_spot,leaf_spot
3615,5b6fe4ff-01b0-4b9d-ad8d-4c6c8ef909be___RS_GLSp_9302.JPG,plant_village,test,leaf_spot,leaf_spot
3616,5cbbb4b8-88cc-4d5f-907a-505a2a831b8a___RS_GLSp_4599.JPG,plant_village,test,leaf_spot,leaf_spot
3622,5f00e4d0-e48c-4b6b-9602-022fd38cf7e7___RS_GLSp_7331.JPG,plant_village,test,leaf_spot,leaf_spot
3623,5f34d592-9ebd-4498-955e-bf28944ef9d0___RS_GLSp_9367.JPG,plant_village,test,leaf_spot,leaf_spot
3625,617766d7-75ff-4b18-b37d-ce2b5a7255bd___RS_GLSp_7312.JPG,plant_village,test,leaf_spot,leaf_spot
3627,629273b6-9eaa-4084-b72b-ac856a9ef899___RS_GLSp_4636.JPG,plant_village,test,leaf_spot,leaf_blight
3631,63885679-bac0-4326-a535-115a8f27c3d2___RS_GLSp_7319.JPG,plant_village,test,leaf_spot,leaf_spot
3633,648f5a4f-9fb5-486f-97ac-918c5804ab53___RS_GLSp_4370.JPG,plant_village,test,leaf_spot,leaf_spot
3637,671065f1-731f-45fa-9c11-3e0080f79ff3___RS_GLSp_4344.JPG,plant_village,test,leaf_spot,leaf_spot
3638,6807988d-6cd7-4994-8469-8d48de642c2c___RS_GLSp_4380.JPG,plant_village,test,leaf_spot,leaf_spot
3640,6b4ebda6-c3d3-4d7e-b38e-cf948ec16dd2___RS_GLSp_9326.JPG,plant_village,test,leaf_spot,leaf_spot
3641,6b7159c6-3c22-4f68-ac74-4cf4ff12f8e5___RS_GLSp_4381.JPG,plant_village,test,leaf_spot,leaf_spot
3642,6bb782e3-5856-40e5-9f52-e0f5a0bf51cb___RS_GLSp_4646.JPG,plant_village,test,leaf_spot,leaf_spot
3644,6d5fa9cd-63d6-4b4d-a932-9df6cd8b6524___RS_GLSp_4325.JPG,plant_village,test,leaf_spot,leaf_spot
3651,70b19141-ad0c-4370-a809-ab561cd74053___RS_GLSp_7291.JPG,plant_village,test,leaf_spot,leaf_spot
3652,70f07cb5-244a-4140-99fb-0cc87e8914d5___RS_GLSp_4429.JPG,plant_village,test,leaf_spot,leaf_spot
3654,7118cb62-d96a-4ae0-8c85-634aa6bc6f62___RS_GLSp_4354.JPG,plant_village,test,leaf_spot,leaf_blight
3656,716dd056-ffe4-4e09-a26f-6c90991b1aff___RS_GLSp_4288_copy.jpg,plant_village,test,leaf_spot,leaf_spot
3666,75d924d6-a630-4e26-9e74-5b1e6dfc5e22___RS_GLSp_4475.JPG,plant_village,test,leaf_spot,leaf_spot
3668,76df2cc6-af5f-4f86-9dd7-d637936f9572___RS_GLSp_4609.JPG,plant_village,test,leaf_spot,leaf_blight
3675,7a93142b-986d-46d4-ad77-646d64f418dc___RS_GLSp_9341.JPG,plant_village,test,leaf_spot,leaf_spot
3678,7c479d6b-0f9a-4646-8337-445b76d2959e___RS_GLSp_9349.JPG,plant_village,test,leaf_spot,leaf_spot
3687,81babd8e-2bdb-4cea-baa9-9ae6d871aa88___RS_GLSp_9301.JPG,plant_village,test,leaf_spot,leaf_spot
3688,81c07a92-6542-413a-9395-eb6904635197___RS_GLSp_9290.JPG,plant_village,test,leaf_spot,leaf_spot
3691,850945f0-128d-4e93-a2f9-d5e79bd0068c___RS_GLSp_4308.JPG,plant_village,test,leaf_spot,leaf_spot
3692,8596a96c-faff-424a-9f05-c21f486d63c5___RS_GLSp_4372.JPG,plant_village,test,leaf_spot,leaf_spot
3696,8776bae7-ccdc-46b8-95d6-7bb0610db123___RS_GLSp_4392.JPG,plant_village,test,leaf_spot,leaf_spot
3697,8788717a-1128-4cc4-a76e-71337500c5df___RS_GLSp_4623_copy.jpg,plant_village,test,leaf_spot,leaf_spot
3699,87e9e4cd-55fd-4437-9f93-84cd25e744c2___RS_GLSp_4504.JPG,plant_village,test,leaf_spot,leaf_blight
3703,88bd95d6-469d-4588-94c9-d11c330951bd___RS_GLSp_4468.JPG,plant_village,test,leaf_spot,leaf_spot
3704,89a78c7f-dac6-426f-a0ad-397ce80e7a29___RS_GLSp_4289_copy_2.jpg,plant_village,test,leaf_spot,leaf_spot
3705,89d03cba-77b6-4197-9993-434138cf6eba___RS_GLSp_7303.JPG,plant_village,test,leaf_spot,leaf_spot
3713,8ead1e08-eb49-4c03-b99f-f46f3597087d___RS_GLSp_4474_copy.jpg,plant_village,test,leaf_spot,leaf_spot
3714,9043a294-8d22-405f-add1-7e5bf1606e7a___RS_GLSp_4431_copy_2.jpg,plant_village,test,leaf_spot,leaf_spot
3715,9103b8e5-919c-4d08-a282-25176874769c___RS_GLSp_4653.JPG,plant_village,test,leaf_spot,leaf_spot
3718,9210aee1-c3fc-4a6c-b98b-5b2634482985___RS_GLSp_4682.JPG,plant_village,test,leaf_spot,leaf_blight
3721,94dbcd4e-5fc8-47d6-a944-dc0cc7c6ead5___RS_GLSp_4638_copy.jpg,plant_village,test,leaf_spot,leaf_blight
3724,966ea8fb-bc23-4161-810b-8c2251c6a1cc___RS_GLSp_4474.JPG,plant_village,test,leaf_spot,leaf_spot
3725,97173da1-f3d9-4b42-8e86-3f2a066c1704___RS_GLSp_4449.JPG,plant_village,test,leaf_spot,leaf_spot
3728,97b35ced-b7ca-4f6d-8c22-5390c3d192c8___RS_GLSp_7307.JPG,plant_village,test,leaf_spot,leaf_spot
3730,980b6d5a-da0a-4904-82f4-19987a7f635c___RS_GLSp_4559.JPG,plant_village,test,leaf_spot,leaf_spot
3731,987a84cc-b18d-4d03-916b-41925e23767f___RS_GLSp_7297.JPG,plant_village,test,leaf_spot,leaf_spot
3733,98d0dbe1-2532-419e-9cc4-1ef0da68fb0e___RS_GLSp_4452.JPG,plant_village,test,leaf_spot,leaf_spot
3734,99238e07-5714-429e-9e3b-cdaebef9ab85___RS_GLSp_3810_copy.jpg,plant_village,test,leaf_spot,leaf_spot
3736,9ac3c670-7ccf-46a8-870c-c075a26374b0___RS_GLSp_9344.JPG,plant_village,test,leaf_spot,leaf_spot
3737,9c78e47a-8ed7-4b8f-8230-499e2d135a0a___RS_GLSp_4335.JPG,plant_village,test,leaf_spot,leaf_spot
3738,9d24f300-aaa7-413a-8abb-bf5b2b662fdc___RS_GLSp_4374_copy.jpg,plant_village,test,leaf_spot,leaf_spot
3739,9d3711f5-7b4a-4d56-8455-f092daf27a01___RS_GLSp_4306.JPG,plant_village,test,leaf_spot,leaf_spot
3740,9e4b4ce4-514f-4add-81be-7ebafdacdb46___RS_GLSp_4490.JPG,plant_village,test,leaf_spot,leaf_spot
3742,9f07734a-54f8-4083-b99f-76f3cf329916___RS_GLSp_4625.JPG,plant_village,test,leaf_spot,leaf_spot
3746,a01652a2-273e-4b0c-bc0a-c25f0245cfa9___RS_GLSp_4384.JPG,plant_village,test,leaf_spot,leaf_spot
3748,a142d0e0-bdc3-44ad-9866-545ec2b006c3___RS_GLSp_9361.JPG,plant_village,test,leaf_spot,leaf_spot
3750,a23ba9aa-4f37-4d07-b4ef-396fcaf6514d___RS_GLSp_4553.JPG,plant_village,test,leaf_spot,leaf_spot
3757,a4937a5f-feb4-4d93-a75d-210a8d82bb0d___RS_GLSp_9296.JPG,plant_village,test,leaf_spot,leaf_spot
3759,a593a2fb-75d0-434e-ad4e-b9272d7b4652___RS_GLSp_4585.JPG,plant_village,test,leaf_spot,leaf_spot
3772,a9eb57c6-db27-467a-aff2-253c58e26722___RS_GLSp_4446_copy.jpg,plant_village,test,leaf_spot,leaf_spot
3781,aca41693-0f3c-4fae-a692-5fd2a4db2304___RS_GLSp_4389.JPG,plant_village,test,leaf_spot,leaf_spot
3784,ad47f4e8-308f-4c56-b50b-19e4f7fedd6d___RS_GLSp_4583.JPG,plant_village,test,leaf_spot,leaf_spot
3787,ae1f25a2-402d-4ada-822f-43f0967a566a___RS_GLSp_4324.JPG,plant_village,test,leaf_spot,leaf_spot
3794,b131eadc-23e6-4784-92b4-4aaee4293bb7___RS_GLSp_4431.JPG,plant_village,test,leaf_spot,leaf_spot
3796,b1a62b73-9ab9-464a-99dc-b6fb11130dde___RS_GLSp_4382.JPG,plant_village,test,leaf_spot,leaf_spot
3799,b2980d13-da6a-4475-bb60-abed664c5506___RS_GLSp_4678.JPG,plant_village,test,leaf_spot,leaf_spot
3805,b53702bb-dfd5-4791-a550-d691cdb8a822___RS_GLSp_4379.JPG,plant_village,test,leaf_spot,leaf_spot
3807,b62826b2-1547-4c3d-bb4f-4ebc2e166b9c___RS_GLSp_4651_copy.jpg,plant_village,test,leaf_spot,leaf_spot
3814,b9bfa8c8-2e32-4a0c-8ac5-aa2b57e9df73___RS_GLSp_4579_copy.jpg,plant_village,test,leaf_spot,leaf_spot
3815,b9fbe0b3-7f05-4ec3-be16-0cf13b86e8fe___RS_GLSp_4374.JPG,plant_village,test,leaf_spot,leaf_spot
3821,bbea95f8-cc26-40b6-9436-228f70d605d7___RS_GLSp_7332.JPG,plant_village,test,leaf_spot,leaf_spot
3826,bd9db5fe-e2d1-4c56-807d-2e90ea2fb6bf___RS_GLSp_4406.JPG,plant_village,test,leaf_spot,leaf_spot
3827,bdfaa7d9-76a6-4e8f-86d2-f3a85d359321___RS_GLSp_4621.JPG,plant_village,test,leaf_spot,leaf_spot
3830,bf5a0e46-8924-4bba-9523-ebea44961a54___RS_GLSp_4462.JPG,plant_village,test,leaf_spot,leaf_spot
3833,c1662485-4a2d-40d0-94f4-7642bdf8dfdb___RS_GLSp_4410.JPG,plant_village,test,leaf_spot,leaf_spot
3837,c3937239-7444-4c3d-a271-f02d5286fe5a___RS_GLSp_4485.JPG,plant_village,test,leaf_spot,leaf_spot
3840,c4bd1ca9-533e-4a74-a4d1-8d633ac76438___RS_GLSp_4318.JPG,plant_village,test,leaf_spot,leaf_spot
3842,c5776fbf-edd4-4dcb-889f-4e8971c73dd9___RS_GLSp_9330.JPG,plant_village,test,leaf_spot,leaf_spot
3843,c6df65ae-6f54-4962-a7f3-cc21fd3e5b4d___RS_GLSp_3810_copy_2.jpg,plant_village,test,leaf_spot,leaf_spot
3844,c740d42c-29fd-49cd-a941-afd8429b1f28___RS_GLSp_4688.JPG,plant_village,test,leaf_spot,leaf_spot
3847,c7900124-4885-46fa-95b8-f335fbcd48d7___RS_GLSp_4290_copy.jpg,plant_village,test,leaf_spot,leaf_spot
3852,c83abfee-9e52-476e-bb0c-b1121fb57c54___RS_GLSp_4331.JPG,plant_village,test,leaf_spot,leaf_spot
3853,c8769ca7-614a-4763-a8bc-8d7c7f1b2925___RS_GLSp_4355.JPG,plant_village,test,leaf_spot,leaf_spot
3854,c98f6b90-ac72-4ea0-99d1-dfe5ff4d791a___RS_GLSp_4447_copy.jpg,plant_village,test,leaf_spot,leaf_spot
3858,cb64c581-2fe4-423c-b510-1574e3a897bb___RS_GLSp_4639.JPG,plant_village,test,leaf_spot,leaf_spot
3862,ce28178f-e53a-4555-90b4-d7156fd8333a___RS_GLSp_9307.JPG,plant_village,test,leaf_spot,leaf_spot
3863,ce3b19bd-dace-4d23-836e-233b02f12300___RS_GLSp_4505.JPG,plant_village,test,leaf_spot,leaf_spot
3866,cfbb5e1c-2812-4467-9748-ee171462c331___RS_GLSp_4371.JPG,plant_village,test,leaf_spot,leaf_spot
3868,d07122b2-20b4-4f1b-9071-bd90d77cc478___RS_GLSp_9310.JPG,plant_village,test,leaf_spot,leaf_spot
3872,d1b2206b-39e5-4444-9ebe-223d0d78880e___RS_GLSp_4407.JPG,plant_village,test,leaf_spot,leaf_spot
3879,d46dd43c-2fdf-4235-bada-e7a2c5a04ec0___RS_GLSp_9273.JPG,plant_village,test,leaf_spot,leaf_spot
3883,d55fc5ff-b6d1-4eb9-8811-6b039c38f06d___RS_GLSp_9268.JPG,plant_village,test,leaf_spot,leaf_spot
3887,d703fb4d-1b5e-4fde-8cb9-d639a884e3ee___RS_GLSp_4401.JPG,plant_village,test,leaf_spot,leaf_spot
3890,d890fad9-fcde-4ed6-be88-10e61735cd9c___RS_GLSp_4368.JPG,plant_village,test,leaf_spot,leaf_spot
3896,dc846417-563a-4e11-b4ba-b093db6af0b7___RS_GLSp_4430.JPG,plant_village,test,leaf_spot,leaf_spot
3899,de3ae60a-a0f9-45cd-b803-edb41b29a42d___RS_GLSp_7286.JPG,plant_village,test,leaf_spot,leaf_spot
3902,de66a37b-002d-4e21-8f4a-a34976b74892___RS_GLSp_9283.JPG,plant_village,test,leaf_spot,leaf_spot
3908,e3d043b6-c62b-4e04-8878-fe26f20025e9___RS_GLSp_9360.JPG,plant_village,test,leaf_spot,leaf_spot
3911,e4be1210-e9dc-44d0-8674-2dc7ecac0acc___RS_GLSp_4659.JPG,plant_village,test,leaf_spot,leaf_spot
3912,e5021ce3-49e4-4b43-88e4-fdb1d98ede70___RS_GLSp_4695.JPG,plant_village,test,leaf_spot,leaf_spot
3923,ebf90794-7915-4842-8548-f91f6c2bbf72___RS_GLSp_4471.JPG,plant_village,test,leaf_spot,leaf_blight
3924,ec76caa7-e1a4-440e-9b4c-3ee355aac33b___RS_GLSp_4479.JPG,plant_village,test,leaf_spot,leaf_blight
3925,eca81238-4c71-4982-a1a7-80c16852c299___RS_GLSp_4467_copy.jpg,plant_village,test,leaf_spot,leaf_spot
3935,ef8386a2-a2ca-4571-8880-5eaf3c073725___RS_GLSp_4641.JPG,plant_village,test,leaf_spot,leaf_spot
3936,efab43d9-e45a-4ad2-ac72-2f4c51253d90___RS_GLSp_4438.JPG,plant_village,test,leaf_spot,leaf_spot
3942,f4d1410d-4fb6-4d90-ac8c-c96e64374cfa___RS_GLSp_7341.JPG,plant_village,test,leaf_spot,leaf_spot
3945,f60dfedb-02f5-4c39-b66e-9c29a58d0ae4___RS_GLSp_4417_copy.jpg,plant_village,test,leaf_spot,leaf_spot
3946,f7044e72-6f61-45ce-9636-43f653381797___RS_GLSp_4637_copy.jpg,plant_village,test,leaf_spot,leaf_spot
3947,f7e05e2b-6cc5-4b61-93e5-00172e3fa47c___RS_GLSp_9328.JPG,plant_village,test,leaf_spot,leaf_spot
3956,fbcc9f67-8f83-4262-b7a6-26bf59d5fefb___RS_GLSp_4424.JPG,plant_village,test,leaf_spot,leaf_spot
3967,RS_Rust_1565.JPG,plant_village,test,common_rust,common_rust
3968,RS_Rust_1566.JPG,plant_village,test,common_rust,common_rust
3970,RS_Rust_1568.JPG,plant_village,test,common_rust,common_rust
3972,RS_Rust_1570.JPG,plant_village,test,common_rust,common_rust
3973,RS_Rust_1571.JPG,plant_village,test,common_rust,common_rust
3979,RS_Rust_1577.JPG,plant_village,test,common_rust,common_rust
3981,RS_Rust_1579.JPG,plant_village,test,common_rust,common_rust
3982,RS_Rust_1580.JPG,plant_village,test,common_rust,common_rust
3986,RS_Rust_1584.JPG,plant_village,test,common_rust,common_rust
3987,RS_Rust_1585.JPG,plant_village,test,common_rust,common_rust
3993,RS_Rust_1591.JPG,plant_village,test,common_rust,common_rust
3995,RS_Rust_1593.JPG,plant_village,test,common_rust,common_rust
3997,RS_Rust_1595.JPG,plant_village,test,common_rust,common_rust
4001,RS_Rust_1599.JPG,plant_village,test,common_rust,common_rust
4002,RS_Rust_1600.JPG,plant_village,test,common_rust,common_rust
4004,RS_Rust_1602.JPG,plant_village,test,common_rust,common_rust
4009,RS_Rust_1607.JPG,plant_village,test,common_rust,common_rust
4012,RS_Rust_1610.JPG,plant_village,test,common_rust,common_rust
4013,RS_Rust_1611.JPG,plant_village,test,common_rust,common_rust
4015,RS_Rust_1613.JPG,plant_village,test,common_rust,common_rust
4016,RS_Rust_1614.JPG,plant_village,test,common_rust,common_rust
4017,RS_Rust_1615.JPG,plant_village,test,common_rust,common_rust
4019,RS_Rust_1618.JPG,plant_village,test,common_rust,common_rust
4022,RS_Rust_1621.JPG,plant_village,test,common_rust,common_rust
4023,RS_Rust_1622.JPG,plant_village,test,common_rust,common_rust
4024,RS_Rust_1623.JPG,plant_village,test,common_rust,common_rust
4026,RS_Rust_1625.JPG,plant_village,test,common_rust,common_rust
4032,RS_Rust_1631.JPG,plant_village,test,common_rust,common_rust
4034,RS_Rust_1633.JPG,plant_village,test,common_rust,common_rust
4035,RS_Rust_1634.JPG,plant_village,test,common_rust,common_rust
4037,RS_Rust_1636.JPG,plant_village,test,common_rust,common_rust
4041,RS_Rust_1640.JPG,plant_village,test,common_rust,common_rust
4044,RS_Rust_1643.JPG,plant_village,test,common_rust,common_rust
4046,RS_Rust_1645.JPG,plant_village,test,common_rust,common_rust
4050,RS_Rust_1649.JPG,plant_village,test,common_rust,common_rust
4052,RS_Rust_1651.JPG,plant_village,test,common_rust,common_rust
4066,RS_Rust_1665.JPG,plant_village,test,common_rust,common_rust
4068,RS_Rust_1667.JPG,plant_village,test,common_rust,common_rust
4069,RS_Rust_1668.JPG,plant_village,test,common_rust,common_rust
4071,RS_Rust_1670.JPG,plant_village,test,common_rust,common_rust
4076,RS_Rust_1675.JPG,plant_village,test,common_rust,common_rust
4080,RS_Rust_1679.JPG,plant_village,test,common_rust,common_rust
4081,RS_Rust_1680.JPG,plant_village,test,common_rust,common_rust
4087,RS_Rust_1686.JPG,plant_village,test,common_rust,common_rust
4091,RS_Rust_1690.JPG,plant_village,test,common_rust,common_rust
4096,RS_Rust_1695.JPG,plant_village,test,common_rust,common_rust
4100,RS_Rust_1699.JPG,plant_village,test,common_rust,common_rust
4105,RS_Rust_1704.JPG,plant_village,test,common_rust,common_rust
4111,RS_Rust_1710.JPG,plant_village,test,common_rust,common_rust
4117,RS_Rust_1716.JPG,plant_village,test,common_rust,common_rust
4128,RS_Rust_1727.JPG,plant_village,test,common_rust,leaf_spot
4129,RS_Rust_1728.JPG,plant_village,test,common_rust,common_rust
4134,RS_Rust_1733.JPG,plant_village,test,common_rust,common_rust
4138,RS_Rust_1737.JPG,plant_village,test,common_rust,common_rust
4140,RS_Rust_1739.JPG,plant_village,test,common_rust,common_rust
4141,RS_Rust_1740.JPG,plant_village,test,common_rust,common_rust
4144,RS_Rust_1743.JPG,plant_village,test,common_rust,common_rust
4151,RS_Rust_1750.JPG,plant_village,test,common_rust,common_rust
4153,RS_Rust_1752.JPG,plant_village,test,common_rust,common_rust
4162,RS_Rust_1761.JPG,plant_village,test,common_rust,common_rust
4166,RS_Rust_1765.JPG,plant_village,test,common_rust,common_rust
4167,RS_Rust_1766.JPG,plant_village,test,common_rust,common_rust
4174,RS_Rust_1773.JPG,plant_village,test,common_rust,common_rust
4177,RS_Rust_1776.JPG,plant_village,test,common_rust,common_rust
4178,RS_Rust_1777.JPG,plant_village,test,common_rust,common_rust
4181,RS_Rust_1780.JPG,plant_village,test,common_rust,common_rust
4183,RS_Rust_1782.JPG,plant_village,test,common_rust,common_rust
4201,RS_Rust_1801.JPG,plant_village,test,common_rust,common_rust
4203,RS_Rust_1803.JPG,plant_village,test,common_rust,common_rust
4209,RS_Rust_1809.JPG,plant_village,test,common_rust,common_rust
4212,RS_Rust_1812.JPG,plant_village,test,common_rust,common_rust
4219,RS_Rust_1819.JPG,plant_village,test,common_rust,common_rust
4222,RS_Rust_1823.JPG,plant_village,test,common_rust,common_rust
4226,RS_Rust_1828.JPG,plant_village,test,common_rust,common_rust
4227,RS_Rust_1829.JPG,plant_village,test,common_rust,common_rust
4228,RS_Rust_1830.JPG,plant_village,test,common_rust,common_rust
4230,RS_Rust_1832.JPG,plant_village,test,common_rust,common_rust
4232,RS_Rust_1834.JPG,plant_village,test,common_rust,common_rust
4236,RS_Rust_1838.JPG,plant_village,test,common_rust,common_rust
4247,RS_Rust_1849.JPG,plant_village,test,common_rust,common_rust
4249,RS_Rust_1851.JPG,plant_village,test,common_rust,common_rust
4252,RS_Rust_1854.JPG,plant_village,test,common_rust,common_rust
4253,RS_Rust_1855.JPG,plant_village,test,common_rust,common_rust
4254,RS_Rust_1857.JPG,plant_village,test,common_rust,common_rust
4255,RS_Rust_1858.JPG,plant_village,test,common_rust,common_rust
4256,RS_Rust_1859.JPG,plant_village,test,common_rust,common_rust
4262,RS_Rust_1865.JPG,plant_village,test,common_rust,common_rust
4263,RS_Rust_1866.JPG,plant_village,test,common_rust,common_rust
4264,RS_Rust_1867.JPG,plant_village,test,common_rust,common_rust
4265,RS_Rust_1868.JPG,plant_village,test,common_rust,common_rust
4266,RS_Rust_1869.JPG,plant_village,test,common_rust,common_rust
4267,RS_Rust_1870.JPG,plant_village,test,common_rust,common_rust
4269,RS_Rust_1872.JPG,plant_village,test,common_rust,common_rust
4270,RS_Rust_1873.JPG,plant_village,test,common_rust,common_rust
4273,RS_Rust_1876.JPG,plant_village,test,common_rust,common_rust
4275,RS_Rust_1878.JPG,plant_village,test,common_rust,common_rust
4277,RS_Rust_1880.JPG,plant_village,test,common_rust,common_rust
4279,RS_Rust_1882.JPG,plant_village,test,common_rust,common_rust
4280,RS_Rust_1883.JPG,plant_village,test,common_rust,common_rust
4283,RS_Rust_1886.JPG,plant_village,test,common_rust,common_rust
4288,RS_Rust_1891.JPG,plant_village,test,common_rust,common_rust
